,loss,mae,mape,val_loss,val_mae,val_mape
0,0.04069348727172309,0.1709587126970291,340326.65625,0.02941246211845824,0.1461021900177002,201096.40625
1,0.028271079531305594,0.1439312845468521,103474.984375,0.027830083220404513,0.14315292239189148,48866.015625
2,0.02774321299552288,0.1429540514945984,34835.6875,0.027728386738515916,0.14294421672821045,25365.5078125
3,0.027698735860370825,0.14285044372081757,25485.89453125,0.027706480446331044,0.14288567006587982,22921.021484375
4,0.027677510531637944,0.14278973639011383,23609.8515625,0.02768212818401925,0.1428251415491104,26923.931640625
5,0.02764544190009212,0.14275182783603668,25734.48046875,0.027648107346860653,0.14282377064228058,25362.009765625
6,0.027620899645797017,0.1427346020936966,25684.138671875,0.02762875313613009,0.14278456568717957,30171.29296875
7,0.027595678154999498,0.14267419278621674,27251.728515625,0.027601318830188286,0.14272183179855347,31397.5859375
8,0.02757546212170645,0.1426282823085785,28471.7421875,0.027584728190397964,0.14267796277999878,27204.27734375
9,0.02755791705392546,0.14258594810962677,28146.38671875,0.02756907515465579,0.14263089001178741,29268.064453125
10,0.027539918413451842,0.14253926277160645,28333.46484375,0.027550417335426555,0.14258991181850433,29848.9921875
11,0.027524627328292826,0.1425018310546875,28567.029296875,0.02753117078162254,0.14254005253314972,27599.55078125
12,0.027503567284339232,0.14244578778743744,27921.41015625,0.02751023134097774,0.1424918919801712,31334.806640625
13,0.027480077306504966,0.14238619804382324,29646.42578125,0.02748668637681515,0.14242495596408844,27360.037109375
14,0.027456610847678312,0.14232373237609863,29509.244140625,0.027464021908793042,0.14236311614513397,27847.087890625
15,0.027434838286158787,0.1422681361436844,29320.16796875,0.027440734227445533,0.14230866730213165,30239.5078125
16,0.027412447484769942,0.1422099620103836,29944.875,0.027415812253317934,0.14224418997764587,31980.994140625
17,0.02737758108058873,0.14211128652095795,31039.619140625,0.02737619813056068,0.14212648570537567,31113.16015625
18,0.027343230246378556,0.14201825857162476,30589.66796875,0.027347322196719495,0.1420513242483139,35955.4140625
19,0.027309805116680595,0.14193573594093323,32615.732421875,0.027314246116959033,0.1419636458158493,33118.390625
20,0.02727855124344358,0.14185675978660583,33041.10546875,0.027276698163056626,0.14187556505203247,29001.8671875
21,0.02723990549259767,0.14176133275032043,31721.7890625,0.027235969108469944,0.14177784323692322,39349.27734375
22,0.027190940207745654,0.14161568880081177,34400.71875,0.027186885218512504,0.14162510633468628,31247.64453125
23,0.027147690268311195,0.14149916172027588,33276.546875,0.027142688077180944,0.14151321351528168,37248.1796875
24,0.02710361601417461,0.14138567447662354,34877.296875,0.02709465380758047,0.14138825237751007,35371.28515625
25,0.02705258967111726,0.14125511050224304,35890.98046875,0.02704395660932394,0.141245037317276,35416.96484375
26,0.0269985616217575,0.14111007750034332,36126.65234375,0.026986122289870646,0.1411002278327942,37838.5859375
27,0.02693794419941955,0.14095115661621094,37820.6640625,0.02692272674609372,0.14093409478664398,37222.47265625
28,0.026871829015301347,0.1407768726348877,38045.73046875,0.02685450007544553,0.14075133204460144,40655.66796875
29,0.026801331875620452,0.14058823883533478,40150.265625,0.026779913046258562,0.14054682850837708,40347.765625
30,0.026720328163647635,0.1403680145740509,40643.97265625,0.026693942956626415,0.14032326638698578,42415.921875
31,0.026629866943941354,0.14012807607650757,42295.28515625,0.026605919479055606,0.1400667428970337,46895.7109375
32,0.026532221137296842,0.13986483216285706,43849.46875,0.026496649541436358,0.1397942155599594,46499.38671875
33,0.02641016610254498,0.1395428627729416,46190.65625,0.02636181705809654,0.13943494856357574,46599.63671875
34,0.026277196666594387,0.13918760418891907,48714.21484375,0.02622791787886873,0.13907653093338013,50235.9375
35,0.026135775867009107,0.1388089805841446,51176.53125,0.026079945167169927,0.1386858969926834,54434.1875
36,0.025977143558225807,0.13838040828704834,54403.19921875,0.025911573538596324,0.13822735846042633,55365.078125
37,0.02579692785661495,0.1378892958164215,57446.5859375,0.025718261408520505,0.13768163323402405,58282.25
38,0.025582859633860266,0.13730759918689728,60135.875,0.025450669407368974,0.1369953453540802,55238.54296875
39,0.025297342066873337,0.1365540474653244,59420.4921875,0.02518029808205493,0.1362488567829132,59656.88671875
40,0.02501306682917314,0.135756254196167,63273.3359375,0.02488099096065506,0.13535936176776886,64110.87890625
41,0.02468445844595376,0.13480916619300842,68336.4921875,0.02452934269813147,0.13438329100608826,69501.6953125
42,0.024311495694311996,0.13372211158275604,73976.3125,0.024154021483945087,0.13318046927452087,85525.4453125
43,0.02388314592720731,0.13243156671524048,80877.5546875,0.02367209793722376,0.13182282447814941,83840.875
44,0.023397457728878385,0.1309361308813095,87883.1640625,0.023151950296410855,0.13017140328884125,89627.171875
45,0.022844822681366776,0.1291656345129013,96338.8203125,0.022586973859591686,0.1283694952726364,101544.3515625
46,0.022223232134765947,0.1271001398563385,105487.3671875,0.021915611414674747,0.12608157098293304,108627.8046875
47,0.021533034149176768,0.12469463050365448,116802.2109375,0.021198302566846634,0.12342393398284912,119419.7578125
48,0.020786743772799158,0.1219707578420639,128114.1640625,0.02042669519544282,0.12067471444606781,133218.65625
49,0.019989098724882227,0.11894606798887253,140973.5625,0.019623761303088766,0.11755736172199249,146348.875
