,loss,mse,mae,val_loss,val_mse,val_mae
0,0.05691996221896261,0.004106847103685141,0.0335657000541687,0.03680938359970848,0.0013924036175012589,0.015997668728232384
1,0.03618593617187192,0.0013588112778961658,0.015490153804421425,0.029376274788131318,0.0008934200741350651,0.012487347237765789
2,0.032650473911004764,0.0011223333422094584,0.01268802024424076,0.030464671729132534,0.0009852153016254306,0.010613575577735901
3,0.03064585024335732,0.0009959264425560832,0.011341787874698639,0.02773629503014187,0.000821178313344717,0.009015318006277084
4,0.028860914662169914,0.0008922148263081908,0.010254454798996449,0.025734371977547806,0.0007066606776788831,0.008695014752447605
5,0.02809397173812613,0.0008524280274286866,0.009714219719171524,0.02496926161771019,0.0006726044230163097,0.007930261082947254
6,0.02650724086832876,0.0007639052928425372,0.008886266499757767,0.025028192604271075,0.0006870236247777939,0.007116999477148056
7,0.026432830462387452,0.0007646856247447431,0.008753499016165733,0.022416561281618973,0.0005491010379046202,0.006906034424901009
8,0.02607832445995882,0.0007502562366425991,0.008462592959403992,0.024973714702452222,0.000677721225656569,0.007733487989753485
9,0.025026251597640416,0.0006893093814142048,0.008014579303562641,0.025203041527420283,0.0006950730457901955,0.007376698311418295
10,0.02467600421087506,0.0006808376056142151,0.007854599505662918,0.0256545912163953,0.0007130563608370721,0.00817618053406477
11,0.024596060050729042,0.0006741848192177713,0.00773797370493412,0.024443563669919968,0.0006661504157818854,0.006587223149836063
12,0.024196092404502753,0.0006630027201026678,0.007526698987931013,0.025618100133724512,0.0007323783356696367,0.00649506039917469
13,0.023690841614734382,0.0006272046593949199,0.007160010281950235,0.02511967562759916,0.0007081401417963207,0.007270595990121365
14,0.02377920920882995,0.0006373866344802082,0.007277336437255144,0.022226516770509384,0.0005495554069057107,0.006410831119865179
15,0.02339831307219962,0.0006220772047527134,0.007093347143381834,0.02136620747235914,0.0005170367076061666,0.005437154322862625
16,0.02282934289580832,0.0005894172936677933,0.006822454277426004,0.020251813971747953,0.0004676645912695676,0.0059211221523582935
17,0.023111464641988277,0.0006077049765735865,0.006938257720321417,0.019628094530974825,0.0004432977002579719,0.005740975495427847
18,0.022190686656006924,0.0005605193437077105,0.00659071234986186,0.02388747955982884,0.0006442277226597071,0.006606522481888533
19,0.022191207126015796,0.0005610689404420555,0.0065186358988285065,0.02028420530880491,0.00046474661212414503,0.0067931306548416615
20,0.022245760559259604,0.000570508826058358,0.006458412390202284,0.021740614355852207,0.0005434719496406615,0.006803086493164301
21,0.02179148454645959,0.0005446291761472821,0.0062795174308121204,0.020833708757224182,0.0004998374497517943,0.005413413513451815
22,0.021854652903275564,0.0005540431593544781,0.006285971961915493,0.023363706837408245,0.0006170659908093512,0.005977658089250326
23,0.021907597402265916,0.000554076221305877,0.006319090723991394,0.020914796123591563,0.0004946565022692084,0.005967442411929369
24,0.02131260375647495,0.0005285806255415082,0.006183245684951544,0.01881401489023119,0.00041250509093515575,0.004880520515143871
25,0.02109476165341524,0.000521998037584126,0.006068545393645763,0.02412451951454083,0.0006689035217277706,0.00622261269018054
26,0.020803718083770947,0.0005036343354731798,0.00593571737408638,0.01926973579917103,0.00043769998592324555,0.005237518809735775
27,0.020623081640417998,0.0005012007313780487,0.005833519622683525,0.020614575693228592,0.0004972200258634984,0.005087785888463259
28,0.02046661128910879,0.0004955693730153143,0.005807056557387114,0.0205815456310908,0.0004857975000049919,0.005697879008948803
29,0.02058250827055114,0.0005006135907024145,0.005873779766261578,0.022753799554581445,0.0005998195265419781,0.0063778674229979515
30,0.02032482443881842,0.000487492565298453,0.005682287737727165,0.02043120000821849,0.0004903576336801052,0.004921785555779934
31,0.020388450614797573,0.0004905531532131135,0.0056923506781458855,0.01926659521802018,0.00043661126983352005,0.005386372096836567
32,0.020581700137699954,0.0005072965286672115,0.005849863868206739,0.018527792717019716,0.0004021696513518691,0.005815553478896618
33,0.02006861553954271,0.0004755545232910663,0.0056589338928461075,0.019796008959723017,0.0004550890007521957,0.005816807504743338
34,0.0197561097300301,0.0004677355755120516,0.0055872234515845776,0.017968876108837625,0.00038881212822161615,0.005364242475479841
35,0.019819088574343672,0.000469296210212633,0.005602870136499405,0.017634411739806333,0.00037984640221111476,0.005514363292604685
36,0.01958084584019768,0.00046513465349562466,0.005518632475286722,0.01814740708253036,0.00039433728670701385,0.005241538863629103
37,0.019706796155078338,0.0004640825791284442,0.005476841237396002,0.01989718515581141,0.0004680865677073598,0.0054232352413237095
38,0.01963449750173216,0.00046938774175941944,0.005478130653500557,0.020853024635774393,0.0005298907053656876,0.004713770002126694
39,0.019445388943810638,0.00045398305519483984,0.005375346168875694,0.017834634269432475,0.00038630457129329443,0.00462382473051548
