,loss,mse,mae,val_loss,val_mse,val_mae
0,0.07480228696018458,0.00821352656930685,0.05042748898267746,0.04346151517083247,0.0019168017897754908,0.02437453158199787
1,0.04596963418958088,0.0021647808607667685,0.023726940155029297,0.03898085502907634,0.0015583840431645513,0.019131626933813095
2,0.04064668318101516,0.001704998197965324,0.02004232257604599,0.03379391657809416,0.00117682630661875,0.017841976135969162
3,0.03809509800591816,0.0015004760352894664,0.01827886328101158,0.033158020948370295,0.001136777806095779,0.016237925738096237
4,0.036362248150010906,0.0013755777617916465,0.01716288924217224,0.03267621009300153,0.0011101319687440991,0.01599670760333538
5,0.034682951644062994,0.0012588627869263291,0.016098717227578163,0.03172555779417356,0.0010448559187352657,0.016025006771087646
6,0.033837402494003375,0.0012002188013866544,0.015537077561020851,0.03422584105903904,0.001220277394168079,0.016791345551609993
7,0.03320607209733377,0.0011592761147767305,0.015014982782304287,0.0326718279098471,0.0011030789464712143,0.016810767352581024
8,0.032446742879692465,0.001106301904655993,0.014700925908982754,0.035951645833750566,0.0013558854116126895,0.01708071678876877
9,0.03198287224241843,0.0010795071721076965,0.014436932280659676,0.032441742314646645,0.0011082726996392012,0.015312948264181614
10,0.030658353033941238,0.0009940137388184667,0.013772093690931797,0.035376599455873174,0.0013178052613511682,0.01581205427646637
11,0.03029749326951181,0.0009727019350975752,0.013533792458474636,0.03122243663916985,0.0010241304989904165,0.015316835604608059
12,0.029530763129393258,0.0009265816188417375,0.013143839314579964,0.030317511316388844,0.0009723713737912476,0.015748383477330208
13,0.02904247916691626,0.0008961614803411067,0.012916315346956253,0.030233751970032852,0.0009607048705220222,0.015996212139725685
14,0.028770728155504913,0.0008865901036188006,0.012735642492771149,0.030071875471621753,0.0009544218773953617,0.014959841035306454
15,0.029097192612631866,0.000907153997104615,0.012733918614685535,0.029527641416837773,0.0009179412154480815,0.014840686693787575
16,0.028440452119490752,0.0008691615075804293,0.012547291815280914,0.027550716511905195,0.0007940083160065114,0.014145130291581154
17,0.02854197554755956,0.0008709208341315389,0.012493498623371124,0.03164250624055664,0.0010497437324374914,0.01660705730319023
18,0.027825014346744864,0.0008319799671880901,0.012245839461684227,0.028755231543133655,0.000865236739628017,0.015293985605239868
19,0.02756581481080502,0.0008167991181835532,0.012089334428310394,0.02886476255953312,0.0008745081722736359,0.014759746380150318
20,0.027297776892470815,0.0008001047535799444,0.011921628378331661,0.029355472127596538,0.0009078455623239279,0.015316244214773178
21,0.027160141450197746,0.0007931386935524642,0.01193319819867611,0.030634641777724028,0.0009910418884828687,0.014989111572504044
22,0.0266782059147954,0.0007682106806896627,0.011706779710948467,0.03073215901851654,0.0010041528148576617,0.01522948406636715
23,0.026542813254054637,0.0007603865233249962,0.011629601009190083,0.029121387327710788,0.0008999807760119438,0.014430509880185127
24,0.026501787959908447,0.0007583756232634187,0.011585937812924385,0.029016505212833485,0.0008858199580572546,0.014905993826687336
25,0.026370717423657576,0.0007535989279858768,0.011493834666907787,0.029252229475726685,0.0009052972309291363,0.014578258618712425
26,0.025850514097449682,0.0007255217060446739,0.01131386123597622,0.03227332498257359,0.0011065532453358173,0.015110603533685207
27,0.025881899574305863,0.0007264276500791311,0.011278820224106312,0.030472369311998287,0.0009818560210987926,0.014910927973687649
28,0.02536324379888053,0.0007000140612944961,0.011168213561177254,0.028841583027193942,0.000875527155585587,0.014701169915497303
29,0.02528848615474999,0.0006990944384597242,0.010961435735225677,0.02886149022107323,0.0008791318978182971,0.014035863801836967
30,0.02541439951242258,0.000705484941136092,0.010945367626845837,0.027656778488308192,0.0008099218248389661,0.014234465546905994
31,0.02490336719279488,0.0006766559090465307,0.010772468522191048,0.030794084159036478,0.0009989517275243998,0.014447284862399101
32,0.02439831172659372,0.0006506539066322148,0.010678105987608433,0.029403661818554003,0.0009126788936555386,0.014670604839920998
33,0.024577764028217642,0.0006651025614701211,0.010543955489993095,0.028867040860156217,0.0008821879746392369,0.015155071392655373
34,0.024377768901952854,0.000655297189950943,0.010487749241292477,0.028149308823049068,0.000836669176351279,0.014374224469065666
35,0.02431818359143411,0.0006459813448600471,0.01044298242777586,0.030097134113311767,0.0009530598181299865,0.014747021719813347
36,0.024084978126144657,0.0006365125882439315,0.01043910626322031,0.031367676698913174,0.0010408549569547176,0.015940889716148376
37,0.023761112125745665,0.0006264529656618834,0.01028466410934925,0.03180619709814588,0.0010645028669387102,0.01539701595902443
38,0.02381371519062668,0.0006225508986972272,0.010183162055909634,0.028673913665115833,0.0008630132651887834,0.015230870805680752
39,0.023514602301487077,0.0006084199412725866,0.010149599984288216,0.029975174367427825,0.0009440461872145534,0.01552225649356842
40,0.023570886719195792,0.0006118559977039695,0.010103714652359486,0.030796536343793073,0.0010042372159659863,0.016106123104691505
41,0.02349590291734785,0.0006104023195803165,0.010022102855145931,0.029002964658041794,0.00088462297571823,0.014673206023871899
42,0.023151586407329887,0.000592373835388571,0.009921561926603317,0.02883177905653914,0.0008770067943260074,0.014672589488327503
43,0.02329900865831102,0.000600976578425616,0.009966062381863594,0.0316944737235705,0.00105554168112576,0.015374476090073586
44,0.022618797658166538,0.0005722409696318209,0.009679704904556274,0.029805843960493805,0.0009378672111779451,0.014604168944060802
45,0.023217354695467898,0.0005936385714448988,0.009820869192481041,0.028266257513314484,0.0008490834734402597,0.014092129655182362
46,0.022174146143564333,0.0005478698876686394,0.009527533315122128,0.028030618596822023,0.0008292559650726616,0.014253702014684677
47,0.02259748224634677,0.0005711124395020306,0.009608115069568157,0.028693280536681413,0.0008698297897353768,0.014600860886275768
48,0.0221464340792348,0.000546399736776948,0.009442963637411594,0.03089006827523311,0.0010066251270473003,0.014554798603057861
49,0.021549365321019042,0.0005195632111281157,0.009227709844708443,0.03137487870330612,0.0010421673068776727,0.01539469975978136
50,0.02249857172758008,0.0005639358423650265,0.00940854474902153,0.027889259873578945,0.0008184144971892238,0.013940933160483837
51,0.02188920321020608,0.0005360832437872887,0.00923906173557043,0.029524810401101907,0.0009241452789865434,0.015155923552811146
52,0.022484009782783688,0.0005645344499498606,0.009391652420163155,0.02746714623644948,0.0007931673899292946,0.013983458280563354
53,0.021843181560592104,0.0005353476735763252,0.009216317906975746,0.029470206269373498,0.0009166068630293012,0.015231343917548656
54,0.021740957668516785,0.0005296290037222207,0.009181506931781769,0.03112974375486374,0.0010427816305309534,0.01507540699094534
